x,y,z,s,t,w
244188,37791,247095,167960,172159,298775
28413,193116,195195,226512,297660,299013
51612,60291,79365,288288,294525,299013
65637,44616,79365,288288,291720,299013
172788,77616,189420,231363,244035,299013
226512,193116,297660,28413,195195,299013
231363,77616,244035,172788,189420,299013
288288,60291,294525,51612,79365,299013
288288,44616,291720,65637,79365,299013
124992,234360,265608,138105,272025,299367
138105,234360,272025,124992,265608,299367
71544,134145,152031,257992,290783,299455
71544,121408,140920,264225,290783,299455
257992,134145,290783,71544,152031,299455
264225,121408,290783,71544,140920,299455
168480,37908,172692,244944,247860,299700
244944,37908,247860,168480,172692,299700
45838,65016,79550,288960,296184,299710
65790,44720,79550,288960,292400,299710
122808,152306,195650,227040,273394,299710
194446,21672,195650,227040,228072,299710
227040,152306,273394,122808,195650,299710
227040,21672,228072,194446,195650,299710
288960,65016,296184,45838,79550,299710
288960,44720,292400,65790,79550,299710
48285,135864,144189,262752,295800,299715
262752,135864,295800,48285,144189,299715
121737,202616,236375,184512,274040,299863
184512,202616,274040,121737,236375,299863
83160,168150,187590,234000,288150,299910
234000,168150,288150,83160,187590,299910
33228,28329,43665,296780,298129,299975
296780,28329,298129,33228,43665,299975
170200,84000,189800,232650,247350,300250
232650,84000,247350,170200,189800,300250
65943,44824,79735,289632,293080,300407
289632,44824,293080,65943,79735,300407
125440,235200,266560,138600,273000,300440
138600,235200,273000,125440,266560,300440
71808,134640,152592,258944,291856,300560
71808,121856,141440,265200,291856,300560
156672,194304,249600,167440,256496,300560
167440,194304,256496,156672,249600,300560
258944,134640,291856,71808,152592,300560
265200,121856,291856,71808,141440,300560
128128,152880,199472,224910,271950,300622
224910,152880,271950,128128,199472,300622
169000,38025,173225,245700,248625,300625
191360,40020,195500,228375,231855,300625
228375,40020,231855,191360,195500,300625
245700,38025,248625,169000,173225,300625
89516,46287,100775,283560,287313,300935
283560,46287,287313,89516,100775,300935
58968,120960,134568,269280,295200,301032
269280,120960,295200,58968,134568,301032
66096,44928,79920,290304,293760,301104
290304,44928,293760,66096,79920,301104
123396,212553,245775,174020,274703,301145
174020,212553,274703,123396,245775,301145
63840,275652,282948,103664,294500,301340
103664,275652,294500,63840,282948,301340
177723,136864,224315,201348,243460,301427
201348,136864,243460,177723,224315,301427
177100,154560,235060,188784,243984,301484
188784,154560,243984,177100,235060,301484
125888,236040,267512,139095,273975,301513
139095,236040,273975,125888,267512,301513
169520,38142,173758,246456,249390,301550
246456,38142,249390,169520,173758,301550
128180,71760,146900,263403,273003,301597
263403,71760,273003,128180,146900,301597
28665,33264,43911,298452,300300,301665
72072,135135,153153,259896,292929,301665
72072,122304,141960,266175,292929,301665
259896,135135,292929,72072,153153,301665
266175,122304,292929,72072,141960,301665
298452,33264,300300,28665,43911,301665
66249,45032,80105,290976,294440,301801
290976,45032,294440,66249,80105,301801
170040,38259,174291,247212,250155,302475
247212,38259,250155,170040,174291,302475
66402,45136,80290,291648,295120,302498
291648,45136,295120,66402,80290,302498
126336,236880,268464,139590,274950,302586
139590,236880,274950,126336,268464,302586
72336,135630,153714,260848,294002,302770
72336,122752,142480,267150,294002,302770
260848,135630,294002,72336,153714,302770
267150,122752,294002,72336,142480,302770
154700,179520,236980,188496,260304,302804
188496,179520,260304,154700,236980,302804
78988,136059,157325,258912,292485,302963
258912,136059,292485,78988,157325,302963
90160,46620,101500,285600,289380,303100
285600,46620,289380,90160,101500,303100
110925,177072,208947,219604,282100,303125
219604,177072,282100,110925,208947,303125
46371,65772,80475,292320,299628,303195
66555,45240,80475,292320,295800,303195
124236,154077,197925,229680,276573,303195
143325,166320,219555,209100,267180,303195
143325,136500,197925,229680,267180,303195
196707,21924,197925,229680,230724,303195
209100,166320,267180,143325,219555,303195
229680,154077,276573,124236,197925,303195
229680,136500,267180,143325,197925,303195
229680,21924,230724,196707,197925,303195
292320,65772,299628,46371,80475,303195
292320,45240,295800,66555,80475,303195
66600,241920,250920,170560,296000,303400
170560,241920,296000,66600,250920,303400
170560,38376,174824,247968,250920,303400
247968,38376,250920,170560,174824,303400
184800,79016,200984,227562,240890,303610
200984,55062,208390,220800,227562,303610
220800,55062,227562,200984,208390,303610
227562,79016,240890,184800,200984,303610
126784,237720,269416,140085,275925,303659
140085,237720,275925,126784,269416,303659
124488,214434,247950,175560,277134,303810
175560,214434,277134,124488,247950,303810
72600,136125,154275,261800,295075,303875
72600,123200,143000,268125,295075,303875
158400,106260,190740,236555,259325,303875
236555,106260,259325,158400,190740,303875
261800,136125,295075,72600,154275,303875
268125,123200,295075,72600,143000,303875
66708,45344,80660,292992,296480,303892
292992,45344,296480,66708,80660,303892
161568,192780,251532,170976,257676,304140
161568,109824,195360,233100,257676,304140
170976,192780,257676,161568,251532,304140
233100,109824,257676,161568,195360,304140
33696,28728,44280,300960,302328,304200
300960,28728,302328,33696,44280,304200
159120,103785,189975,237636,259311,304239
237636,103785,259311,159120,189975,304239
171080,38493,175357,248724,251685,304325
248724,38493,251685,171080,175357,304325
39312,129766,135590,272688,301990,304538
272688,129766,301990,39312,135590,304538
66861,45448,80845,293664,297160,304589
293664,45448,297160,66861,80845,304589
15351,54868,56975,299280,304268,304655
299280,54868,304268,15351,56975,304655
123039,84348,149175,265680,278748,304695
265680,84348,278748,123039,149175,304695
127232,238560,270368,140580,276900,304732
140580,238560,276900,127232,270368,304732
179025,156240,237615,190836,246636,304761
190836,156240,246636,179025,237615,304761
35100,262080,264420,151536,302736,304764
151536,262080,302736,35100,264420,304764
72864,136620,154836,262752,296148,304980
72864,123648,143520,269100,296148,304980
262752,136620,296148,72864,154836,304980
269100,123648,296148,72864,143520,304980
59787,122640,136437,273020,299300,305213
273020,122640,299300,59787,136437,305213
171600,38610,175890,249480,252450,305250
249480,38610,252450,171600,175890,305250
90804,46953,102225,287640,291447,305265
287640,46953,291447,90804,102225,305265
67014,45552,81030,294336,297840,305286
294336,45552,297840,67014,81030,305286
64680,279279,286671,105028,298375,305305
105028,279279,298375,64680,286671,305305
20295,151536,152889,264420,304764,305439
20295,35100,40545,302736,304764,305439
264420,151536,304764,20295,152889,305439
302736,35100,304764,20295,40545,305439
127680,239400,271320,141075,277875,305805
141075,239400,277875,127680,271320,305805
67167,45656,81215,295008,298520,305983
295008,45656,298520,67167,81215,305983
73128,137115,155397,263704,297221,306085
73128,124096,144040,270075,297221,306085
263704,137115,297221,73128,155397,306085
270075,124096,297221,73128,144040,306085
172120,38727,176423,250236,253215,306175
250236,38727,253215,172120,176423,306175
173604,85680,193596,237303,252297,306255
237303,85680,252297,173604,193596,306255
33948,230736,233220,198835,304589,306475
125580,216315,250125,177100,279565,306475
125580,145728,192372,238579,279565,306475
177100,216315,279565,125580,250125,306475
198835,230736,304589,33948,233220,306475
238579,145728,279565,125580,192372,306475
178695,155952,237177,194180,249052,306527
178695,146300,230945,201552,249052,306527
194180,155952,249052,178695,237177,306527
201552,146300,249052,178695,230945,306527
49395,11000,50605,302400,302600,306605
302400,11000,302600,49395,50605,306605
73073,120336,140785,272448,297840,306673
272448,120336,297840,73073,140785,306673
46904,66528,81400,295680,303072,306680
67320,45760,81400,295680,299200,306680
125664,155848,200200,232320,279752,306680
198968,22176,200200,232320,233376,306680
232320,155848,279752,125664,200200,306680
232320,22176,233376,198968,200200,306680
295680,66528,303072,46904,81400,306680
295680,45760,299200,67320,81400,306680
128128,240240,272272,141570,278850,306878
141570,240240,278850,128128,272272,306878
167796,69147,181485,247520,256997,306925
247520,69147,256997,167796,181485,306925
172640,38844,176956,250992,253980,307100
250992,38844,253980,172640,176956,307100
166656,146880,222144,212058,257958,307110
212058,146880,257958,166656,222144,307110
55385,290928,296153,81396,302100,307135
81396,290928,302100,55385,296153,307135
73392,137610,155958,264656,298294,307190
73392,124544,144560,271050,298294,307190
264656,137610,298294,73392,155958,307190
271050,124544,298294,73392,144560,307190
156975,182160,240465,191268,264132,307257
191268,182160,264132,156975,240465,307257
67473,45864,81585,296352,299880,307377
296352,45864,299880,67473,81585,307377
91448,47286,102950,289680,293514,307430
289680,47286,293514,91448,102950,307430
128576,241080,273224,142065,279825,307951
142065,241080,279825,128576,273224,307951
28224,295680,297024,81400,306680,307976
81400,295680,306680,28224,297024,307976
173160,38961,177489,251748,254745,308025
251748,38961,254745,173160,177489,308025
180950,157920,240170,192888,249288,308038
192888,157920,249288,180950,240170,308038
7770,81400,81770,297024,307976,308074
7770,28224,29274,306680,307976,308074
29274,198968,201110,233376,306680,308074
53176,62118,81770,297024,303450,308074
67626,45968,81770,297024,300560,308074
171626,104832,201110,233376,255840,308074
178024,79968,195160,238374,251430,308074
233376,198968,306680,29274,201110,308074
233376,104832,255840,171626,201110,308074
238374,79968,251430,178024,195160,308074
297024,81400,307976,7770,81770,308074
297024,62118,303450,53176,81770,308074
297024,45968,300560,67626,81770,308074
306680,28224,307976,7770,29274,308074
98000,119700,154700,266475,292125,308125
266475,119700,292125,98000,154700,308125
73656,138105,156519,265608,299367,308295
73656,124992,145080,272025,299367,308295
265608,138105,299367,73656,156519,308295
272025,124992,299367,73656,145080,308295
34164,29127,44895,305140,306527,308425
305140,29127,306527,34164,44895,308425
67779,46072,81955,297696,301240,308771
297696,46072,301240,67779,81955,308771
173680,39078,178022,252504,255510,308950
252504,39078,255510,173680,178022,308950
129024,241920,274176,142560,280800,309024
142560,241920,280800,129024,274176,309024
126672,218196,252300,178640,281996,309140
178640,218196,281996,126672,252300,309140
65520,282906,290394,106392,302250,309270
106392,282906,302250,65520,290394,309270
60606,124320,138306,276760,303400,309394
276760,124320,303400,60606,138306,309394
73920,138600,157080,266560,300440,309400
73920,125440,145600,273000,300440,309400
161280,108192,194208,240856,264040,309400
240856,108192,264040,161280,194208,309400
266560,138600,300440,73920,157080,309400
273000,125440,300440,73920,145600,309400
67932,46176,82140,298368,301920,309468
298368,46176,301920,67932,82140,309468
125664,209152,244000,190464,282880,309536
190464,209152,282880,125664,244000,309536
124740,127680,178500,252928,283328,309572
252928,127680,283328,124740,178500,309572
92092,47619,103675,291720,295581,309595
291720,47619,295581,92092,103675,309595
174200,39195,178555,253260,256275,309875
253260,39195,256275,174200,178555,309875
85932,173755,193843,241800,297755,309907
241800,173755,297755,85932,193843,309907
129472,242760,275128,143055,281775,310097
129472,67320,145928,273615,281775,310097
143055,242760,281775,129472,275128,310097
273615,67320,281775,129472,145928,310097
47437,67284,82325,299040,306516,310165
68085,46280,82325,299040,302600,310165
123981,254320,282931,127092,284308,310165
123981,55692,135915,278800,284308,310165
127092,254320,284308,123981,282931,310165
127092,157619,202475,234960,282931,310165
201229,22428,202475,234960,236028,310165
234960,157619,282931,127092,202475,310165
234960,22428,236028,201229,202475,310165
278800,55692,284308,123981,135915,310165
299040,67284,306516,47437,82325,310165
299040,46280,302600,68085,82325,310165
24640,106392,109208,290394,309270,310250
24640,65520,70000,302250,309270,310250
290394,106392,309270,24640,109208,310250
302250,65520,309270,24640,70000,310250
74184,139095,157641,267512,301513,310505
74184,125888,146120,273975,301513,310505
267512,139095,301513,74184,157641,310505
273975,125888,301513,74184,146120,310505
174720,39312,179088,254016,257040,310800
254016,39312,257040,174720,179088,310800
68238,46384,82510,299712,303280,310862
299712,46384,303280,68238,82510,310862
68265,247968,257193,174824,303400,310985
174824,247968,303400,68265,257193,310985
179676,16368,180420,253440,253968,311100
253440,16368,253968,179676,180420,311100
129920,243600,276080,143550,282750,311170
143550,243600,282750,129920,276080,311170
182875,159600,242725,194940,251940,311315
194940,159600,251940,182875,242725,311315
68391,46488,82695,300384,303960,311559
300384,46488,303960,68391,82695,311559
74448,139590,158202,268464,302586,311610
74448,126336,146640,274950,302586,311610
268464,139590,302586,74448,158202,311610
274950,126336,302586,74448,146640,311610
159250,184800,243950,194040,267960,311710
194040,184800,267960,159250,243950,311710
175240,39429,179621,254772,257805,311725
254772,39429,257805,175240,179621,311725
15708,56144,58300,306240,311344,311740
306240,56144,311344,15708,58300,311740
92736,47952,104400,293760,297648,311760
293760,47952,297648,92736,104400,311760
127764,220077,254475,180180,284427,311805
180180,220077,284427,127764,254475,311805
130368,244440,277032,144045,283725,312243
144045,244440,283725,130368,277032,312243
68544,46592,82880,301056,304640,312256
301056,46592,304640,68544,82880,312256
177008,87360,197392,241956,257244,312260
241956,87360,257244,177008,197392,312260
44408,99456,108920,292842,309270,312442
292842,99456,309270,44408,108920,312442
34632,29526,45510,309320,310726,312650
175760,39546,180154,255528,258570,312650
255528,39546,258570,175760,180154,312650
309320,29526,310726,34632,45510,312650
74712,140085,158763,269416,303659,312715
74712,126784,147160,275925,303659,312715
269416,140085,303659,74712,158763,312715
275925,126784,303659,74712,147160,312715
81536,140448,162400,267264,301920,312736
267264,140448,301920,81536,162400,312736
68697,46696,83065,301728,305320,312953
301728,46696,305320,68697,83065,312953
63360,58776,86424,300832,306520,313000
300832,58776,306520,63360,86424,313000
66360,286533,294117,107756,306125,313235
107756,286533,306125,66360,294117,313235
130816,245280,277984,144540,284700,313316
144540,245280,284700,130816,277984,313316
50505,114464,125111,287448,309400,313495
287448,114464,309400,50505,125111,313495
39040,296400,298960,94500,311100,313540
94500,296400,311100,39040,298960,313540
61425,126000,140175,280500,307500,313575
176280,39663,180687,256284,259335,313575
256284,39663,259335,176280,180687,313575
280500,126000,307500,61425,140175,313575
214809,41888,218855,224640,228512,313625
224640,41888,228512,214809,218855,313625
47970,68040,83250,302400,309960,313650
64206,52992,83250,302400,307008,313650
68850,46800,83250,302400,306000,313650
128520,159390,204750,237600,286110,313650
203490,22680,204750,237600,238680,313650
237600,159390,286110,128520,204750,313650
237600,22680,238680,203490,204750,313650
302400,68040,309960,47970,83250,313650
302400,52992,307008,64206,83250,313650
302400,46800,306000,68850,83250,313650
74976,140580,159324,270368,304732,313820
74976,127232,147680,276900,304732,313820
270368,140580,304732,74976,159324,313820
276900,127232,304732,74976,147680,313820
93380,262752,278852,144189,299715,313925
93380,48285,105125,295800,299715,313925
144189,262752,299715,93380,278852,313925
295800,48285,299715,93380,105125,313925
69003,46904,83435,303072,306680,314347
303072,46904,306680,69003,83435,314347
131264,246120,278936,145035,285675,314389
145035,246120,285675,131264,278936,314389
128856,221958,256650,181720,286858,314470
181720,221958,286858,128856,256650,314470
48100,174720,181220,257040,310800,314500
64380,233856,242556,200192,307840,314500
139776,240768,278400,146300,281732,314500
146300,240768,281732,139776,278400,314500
176800,39780,181220,257040,260100,314500
200192,233856,307840,64380,242556,314500
257040,174720,310800,48100,181220,314500
257040,39780,260100,176800,181220,314500
184800,161280,245280,196992,254592,314592
196992,161280,254592,184800,245280,314592
75240,141075,159885,271320,305805,314925
75240,127680,148200,277875,305805,314925
164160,110124,197676,245157,268755,314925
245157,110124,268755,164160,197676,314925
271320,141075,305805,75240,159885,314925
277875,127680,305805,75240,148200,314925
69156,47008,83620,303744,307360,315044
303744,47008,307360,69156,83620,315044
177320,39897,181753,257796,260865,315425
257796,39897,260865,177320,181753,315425
131712,246960,279888,145530,286650,315462
145530,246960,286650,131712,279888,315462
69309,47112,83805,304416,308040,315741
304416,47112,308040,69309,83805,315741
127596,87472,154700,275520,289072,315980
275520,87472,289072,127596,154700,315980
30030,34848,46002,312664,314600,316030
75504,141570,160446,272272,306878,316030
75504,128128,148720,278850,306878,316030
272272,141570,306878,75504,160446,316030
278850,128128,306878,75504,148720,316030
312664,34848,314600,30030,46002,316030
94024,48618,105850,297840,301782,316090
297840,48618,301782,94024,105850,316090
161525,187440,247435,196812,271788,316163
196812,187440,271788,161525,247435,316163
40824,134757,140805,283176,313605,316251
283176,134757,313605,40824,140805,316251
177840,40014,182286,258552,261630,316350
258552,40014,261630,177840,182286,316350
69462,47216,83990,305088,308720,316438
305088,47216,308720,69462,83990,316438
132160,247800,280840,146025,287625,316535
146025,247800,287625,132160,280840,316535
35100,29925,46125,313500,314925,316875
313500,29925,314925,35100,46125,316875
95040,277200,293040,121030,302470,317050
121030,277200,302470,95040,293040,317050
30135,204820,207025,240240,315700,317135
48503,68796,84175,305760,313404,317135
54740,63945,84175,305760,312375,317135
69615,47320,84175,305760,309400,317135
75768,142065,161007,273224,307951,317135
75768,128576,149240,279825,307951,317135
129948,223839,258825,183260,289289,317135
129948,161161,207025,240240,289289,317135
183260,223839,289289,129948,258825,317135
183260,82320,200900,245385,258825,317135
205751,22932,207025,240240,241332,317135
240240,204820,315700,30135,207025,317135
240240,161161,289289,129948,207025,317135
240240,22932,241332,205751,207025,317135
245385,82320,258825,183260,200900,317135
273224,142065,307951,75768,161007,317135
279825,128576,307951,75768,149240,317135
305760,68796,313404,48503,84175,317135
305760,63945,312375,54740,84175,317135
305760,47320,309400,69615,84175,317135
67200,290160,297840,109120,310000,317200
109120,290160,310000,67200,297840,317200
178360,40131,182819,259308,262395,317275
259308,40131,262395,178360,182819,317275
132608,248640,281792,146520,288600,317608
146520,248640,288600,132608,281792,317608
12600,39520,41480,314925,317395,317645
314925,39520,317395,12600,41480,317645
62244,127680,142044,284240,311600,317756
284240,127680,311600,62244,142044,317756
69768,47424,84360,306432,310080,317832
306432,47424,310080,69768,84360,317832
186725,162960,247835,199044,257244,317869
199044,162960,257244,186725,247835,317869
178880,40248,183352,260064,263160,318200
260064,40248,263160,178880,183352,318200
76032,142560,161568,274176,309024,318240
76032,129024,149760,280800,309024,318240
274176,142560,309024,76032,161568,318240
280800,129024,309024,76032,149760,318240
94668,48951,106575,299880,303849,318255
299880,48951,303849,94668,106575,318255
180412,89040,201188,246609,262191,318265
246609,89040,262191,180412,201188,318265
69921,47528,84545,307104,310760,318529
307104,47528,310760,69921,84545,318529
69930,254016,263466,179088,310800,318570
179088,254016,310800,69930,263466,318570
133056,249480,282744,147015,289575,318681
147015,249480,289575,133056,282744,318681
16065,57420,59625,313200,318420,318825
313200,57420,318420,16065,59625,318825
179400,40365,183885,260820,263925,319125
260820,40365,263925,179400,183885,319125
129591,215688,251625,196416,291720,319209
196416,215688,291720,129591,251625,319209
70074,47632,84730,307776,311440,319226
307776,47632,311440,70074,84730,319226
76296,143055,162129,275128,310097,319345
76296,129472,150280,281775,310097,319345
166464,206448,265200,177905,272527,319345
177905,206448,272527,166464,265200,319345
275128,143055,310097,76296,162129,319345
281775,129472,310097,76296,150280,319345
132066,106488,169650,270816,291000,319566
270816,106488,291000,132066,169650,319566
39900,269280,272220,167552,317152,319652
167552,269280,317152,39900,272220,319652
41496,121030,127946,293040,317050,319754
41496,95040,103704,302470,317050,319754
133504,250320,283696,147510,290550,319754
147510,250320,290550,133504,283696,319754
293040,121030,317050,41496,127946,319754
302470,95040,317050,41496,103704,319754
35424,240768,243360,207480,317832,319800
131040,225720,261000,184800,291720,319800
131040,152064,200736,248952,291720,319800
184800,225720,291720,131040,261000,319800
207480,240768,317832,35424,243360,319800
248952,152064,291720,131040,200736,319800
88704,179360,200096,249600,307360,319904
249600,179360,307360,88704,200096,319904
70227,47736,84915,308448,312120,319923
178227,108864,208845,242352,265680,319923
242352,108864,265680,178227,208845,319923
308448,47736,312120,70227,84915,319923
179920,40482,184418,261576,264690,320050
261576,40482,264690,179920,184418,320050
95312,49284,107300,301920,305916,320420
301920,49284,305916,95312,107300,320420
76560,143550,162690,276080,311170,320450
76560,129920,150800,282750,311170,320450
101920,175560,203000,247950,303810,320450
101920,124488,160888,277134,303810,320450
167040,112056,201144,249458,273470,320450
247950,175560,303810,101920,203000,320450
249458,112056,273470,167040,201144,320450
276080,143550,311170,76560,162690,320450
277134,124488,303810,101920,160888,320450
282750,129920,311170,76560,150800,320450
163800,190080,250920,199584,275616,320616
199584,190080,275616,163800,250920,320616
49036,69552,85100,309120,316848,320620
70380,47840,85100,309120,312800,320620
131376,162932,209300,242880,292468,320620
208012,23184,209300,242880,243984,320620
242880,162932,292468,131376,209300,320620
242880,23184,243984,208012,209300,320620
309120,69552,316848,49036,85100,320620
309120,47840,312800,70380,85100,320620
133952,251160,284648,148005,291525,320827
148005,251160,291525,133952,284648,320827
180440,40599,184951,262332,265455,320975
262332,40599,265455,180440,184951,320975
35568,30324,46740,317680,319124,321100
317680,30324,319124,35568,46740,321100
188650,164640,250390,201096,259896,321146
201096,164640,259896,188650,250390,321146
68040,293787,301563,110484,313875,321165
110484,293787,313875,68040,301563,321165
102557,152880,184093,263340,304500,321307
263340,152880,304500,102557,184093,321307
70533,47944,85285,309792,313480,321317
309792,47944,313480,70533,85285,321317
76824,144045,163251,277032,312243,321555
76824,130368,151320,283725,312243,321555
277032,144045,312243,76824,163251,321555
283725,130368,312243,76824,151320,321555
134400,252000,285600,148500,292500,321900
148500,252000,292500,134400,285600,321900
180960,162432,243168,210924,266220,321900
180960,40716,185484,263088,266220,321900
210924,162432,266220,180960,243168,321900
263088,40716,266220,180960,185484,321900
63063,129360,143913,287980,315700,321937
287980,129360,315700,63063,143913,321937
70686,48048,85470,310464,314160,322014
310464,48048,314160,70686,85470,322014
137280,163800,213720,240975,291375,322095
240975,163800,291375,137280,213720,322095
132132,227601,263175,186340,294151,322465
186340,227601,294151,132132,263175,322465
84084,144837,167475,275616,311355,322509
275616,144837,311355,84084,167475,322509
95956,49617,108025,303960,307983,322585
303960,49617,307983,95956,108025,322585
77088,144540,163812,277984,313316,322660
77088,130816,151840,284700,313316,322660
188100,164160,249660,204400,262160,322660
188100,154000,243100,212160,262160,322660
204400,164160,262160,188100,249660,322660
212160,154000,262160,188100,243100,322660
277984,144540,313316,77088,163812,322660
284700,130816,313316,77088,151840,322660
70839,48152,85655,311136,314840,322711
311136,48152,314840,70839,85655,322711
181480,40833,186017,263844,266985,322825
263844,40833,266985,181480,186017,322825
134848,252840,286552,148995,293475,322973
148995,252840,293475,134848,286552,322973
58300,306240,311740,85680,318000,323300
85680,306240,318000,58300,311740,323300
85680,15708,87108,311344,311740,323300
311344,15708,311740,85680,87108,323300
70992,48256,85840,311808,315520,323408
152880,177408,234192,223040,284992,323408
152880,145600,211120,244992,284992,323408
223040,177408,284992,152880,234192,323408
244992,145600,284992,152880,211120,323408
311808,48256,315520,70992,85840,323408
182000,40950,186550,264600,267750,323750
264600,40950,267750,182000,186550,323750
77352,145035,164373,278936,314389,323765
77352,131264,152360,285675,314389,323765
278936,145035,314389,77352,164373,323765
285675,131264,314389,77352,152360,323765
135296,253680,287504,149490,294450,324046
149490,253680,294450,135296,287504,324046
49569,70308,86025,312480,320292,324105
71145,48360,86025,312480,316200,324105
132804,164703,211575,245520,295647,324105
210273,23436,211575,245520,246636,324105
245520,164703,295647,132804,211575,324105
245520,23436,246636,210273,211575,324105
312480,70308,320292,49569,86025,324105
312480,48360,316200,71145,86025,324105
183816,90720,204984,251262,267138,324270
251262,90720,267138,183816,204984,324270
190575,166320,252945,203148,262548,324423
203148,166320,262548,190575,252945,324423
182520,41067,187083,265356,268515,324675
265356,41067,268515,182520,187083,324675
96600,49950,108750,306000,310050,324750
306000,49950,310050,96600,108750,324750
71298,48464,86210,313152,316880,324802
313152,48464,316880,71298,86210,324802
77616,145530,164934,279888,315462,324870
77616,131712,152880,286650,315462,324870
279888,145530,315462,77616,164934,324870
286650,131712,315462,77616,152880,324870
166075,192720,254405,202356,279444,325069
202356,192720,279444,166075,254405,325069
185120,176715,255925,200508,267267,325117
200508,176715,267267,185120,255925,325117
200508,138880,243908,214965,255925,325117
214965,138880,255925,200508,243908,325117
135744,254520,288456,149985,295425,325119
149985,254520,295425,135744,288456,325119
68880,297414,305286,111848,317750,325130
111848,297414,317750,68880,305286,325130
133224,229482,265350,187880,296582,325130
187880,229482,296582,133224,265350,325130
36036,30723,47355,321860,323323,325325
321860,30723,323323,36036,47355,325325
71451,48568,86395,313824,317560,325499
313824,48568,317560,71451,86395,325499
183040,41184,187616,266112,269280,325600
266112,41184,269280,183040,187616,325600
16422,58696,60950,320160,325496,325910
320160,58696,325496,16422,60950,325910
77880,146025,165495,280840,316535,325975
77880,132160,153400,287625,316535,325975
169920,113988,204612,253759,278185,325975
253759,113988,278185,169920,204612,325975
280840,146025,316535,77880,165495,325975
287625,132160,316535,77880,153400,325975
143520,211140,255300,202895,292825,326105
202895,211140,292825,143520,255300,326105
63882,131040,145782,291720,319800,326118
291720,131040,319800,63882,145782,326118
71595,260064,269739,183352,318200,326155
183352,260064,318200,71595,269739,326155
136192,255360,289408,150480,296400,326192
150480,255360,296400,136192,289408,326192
30996,210672,212940,247104,324720,326196
56304,65772,86580,314496,321300,326196
71604,48672,86580,314496,318240,326196
188496,84672,206640,252396,266220,326196
247104,210672,324720,30996,212940,326196
252396,84672,266220,188496,206640,326196
314496,65772,321300,56304,86580,326196
314496,48672,318240,71604,86580,326196
183560,41301,188149,266868,270045,326525
266868,41301,270045,183560,188149,326525
21049,29568,36295,324576,325920,326599
324576,29568,325920,21049,36295,326599
71757,48776,86765,315168,318920,326893
315168,48776,318920,71757,86765,326893
97244,50283,109475,308040,312117,326915
308040,50283,312117,97244,109475,326915
133980,94864,164164,282777,298265,326975
282777,94864,298265,133980,164164,326975
78144,146520,166056,281792,317608,327080
78144,132608,153920,288600,317608,327080
281792,146520,317608,78144,166056,327080
288600,132608,317608,78144,153920,327080
132153,90596,160225,285360,299396,327265
136640,256200,290360,150975,297375,327265
136640,153153,205247,254904,297375,327265
150975,256200,297375,136640,290360,327265
254904,153153,297375,136640,205247,327265
285360,90596,299396,132153,160225,327265
184080,41418,188682,267624,270810,327450
267624,41418,270810,184080,188682,327450
50102,71064,86950,315840,323736,327590
71910,48880,86950,315840,319600,327590
134232,166474,213850,248160,298826,327590
212534,23688,213850,248160,249288,327590
248160,166474,298826,134232,213850,327590
248160,23688,249288,212534,213850,327590
315840,71064,323736,50102,86950,327590
315840,48880,319600,71910,86950,327590
192500,168000,255500,205200,265200,327700
205200,168000,265200,192500,255500,327700
134316,231363,267525,189420,299013,327795
189420,231363,299013,134316,267525,327795
42336,139748,146020,293664,325220,327964
293664,139748,325220,42336,146020,327964
78408,147015,166617,282744,318681,328185
78408,133056,154440,289575,318681,328185
282744,147015,318681,78408,166617,328185
289575,133056,318681,78408,154440,328185
72063,48984,87135,316512,320280,328287
316512,48984,320280,72063,87135,328287
137088,257040,291312,151470,298350,328338
137088,71280,154512,289710,298350,328338
151470,257040,298350,137088,291312,328338
289710,71280,298350,137088,154512,328338
184600,41535,189215,268380,271575,328375
268380,41535,271575,184600,189215,328375
131274,269280,299574,134568,301032,328410
131274,58968,143910,295200,301032,328410
134568,269280,301032,131274,299574,328410
295200,58968,301032,131274,143910,328410
133518,222224,259250,202368,300560,328882
202368,222224,300560,133518,259250,328882
72216,49088,87320,317184,320960,328984
317184,49088,320960,72216,87320,328984
97888,50616,110200,310080,314184,329080
310080,50616,314184,97888,110200,329080
69720,301041,309009,113212,321625,329095
113212,301041,321625,69720,309009,329095
40992,311220,313908,99225,326655,329217
99225,311220,326655,40992,313908,329217
78672,147510,167178,283696,319754,329290
78672,133504,154960,290550,319754,329290
283696,147510,319754,78672,167178,329290
290550,133504,319754,78672,154960,329290
185120,41652,189748,269136,272340,329300
269136,41652,272340,185120,189748,329300
137536,257880,292264,151965,299325,329411
151965,257880,299325,137536,292264,329411
175032,208845,272493,185224,279149,329485
175032,118976,211640,252525,279149,329485
185224,208845,279149,175032,272493,329485
252525,118976,279149,175032,211640,329485
168350,195360,257890,205128,283272,329522
205128,195360,283272,168350,257890,329522
36504,31122,47970,326040,327522,329550
326040,31122,327522,36504,47970,329550
72369,49192,87505,317856,321640,329681
317856,49192,321640,72369,87505,329681
91476,184965,206349,257400,316965,329901
257400,184965,316965,91476,206349,329901
38025,283920,286455,164164,327964,330161
164164,283920,327964,38025,286455,330161
50505,183456,190281,269892,326340,330225
185640,41769,190281,269892,273105,330225
269892,183456,326340,50505,190281,330225
269892,41769,273105,185640,190281,330225
187220,92400,208780,255915,272085,330275
255915,92400,272085,187220,208780,330275
