x,y,z,s,t,w
208320,899496,923304,338272,961000,983320
338272,899496,961000,208320,923304,983320
402948,694089,802575,568260,897039,983385
568260,694089,897039,402948,802575,983385
234960,440550,499290,847280,954970,983450
234960,398720,462800,867750,954970,983450
512640,343896,617304,765578,839270,983450
526218,554976,764790,618280,830824,983450
618280,554976,830824,526218,764790,983450
765578,343896,839270,512640,617304,983450
847280,440550,954970,234960,499290,983450
867750,398720,954970,234960,462800,983450
215883,146744,261035,948192,959480,983467
547883,334656,642005,745008,816720,983467
745008,334656,816720,547883,642005,983467
948192,146744,959480,215883,261035,983467
127008,419244,438060,880992,975660,983892
880992,419244,975660,127008,438060,983892
410816,770280,872984,453915,894075,983941
453915,770280,894075,410816,872984,983941
208488,76384,222040,958737,961775,984113
502775,583440,770185,612612,845988,984113
573705,500688,761463,623420,799588,984113
573705,469700,741455,647088,799588,984113
612612,583440,845988,502775,770185,984113
623420,500688,799588,573705,761463,984113
647088,469700,799588,573705,741455,984113
958737,76384,961775,208488,222040,984113
216036,146848,261220,948864,960160,984164
948864,146848,960160,216036,261220,984164
553280,124488,567112,804384,813960,984200
804384,124488,813960,553280,567112,984200
109044,92967,143295,973940,978367,984425
973940,92967,978367,109044,143295,984425
235224,441045,499851,848232,956043,984555
235224,399168,463320,868725,956043,984555
848232,441045,956043,235224,499851,984555
868725,399168,956043,235224,463320,984555
49623,177364,184175,967440,983564,984815
967440,177364,983564,49623,184175,984815
558256,275520,622544,763092,811308,984820
763092,275520,811308,558256,622544,984820
216189,146952,261405,949536,960840,984861
949536,146952,960840,216189,261405,984861
411264,771120,873936,454410,895050,985014
411264,213840,463536,869130,895050,985014
454410,771120,895050,411264,873936,985014
869130,213840,895050,411264,463536,985014
293020,151515,329875,928200,940485,985075
928200,151515,940485,293020,329875,985075
553800,124605,567645,805140,814725,985125
805140,124605,814725,553800,567645,985125
568974,51832,571330,802560,804232,985150
802560,51832,804232,568974,571330,985150
393822,807840,898722,403704,903096,985230
393822,176904,431730,885600,903096,985230
403704,807840,903096,393822,898722,985230
885600,176904,903096,393822,431730,985230
158730,359744,393206,903408,972400,985270
903408,359744,972400,158730,393206,985270
155040,728280,744600,645337,973063,985337
645337,728280,973063,155040,744600,985337
216342,147056,261590,950208,961520,985558
950208,147056,961520,216342,261590,985558
235488,441540,500412,849184,957116,985660
235488,399616,463840,869700,957116,985660
849184,441540,957116,235488,500412,985660
869700,399616,957116,235488,463840,985660
313600,383040,495040,852720,934800,986000
852720,383040,934800,313600,495040,986000
109224,742368,750360,639730,979982,986050
170200,618240,641240,749070,971250,986050
216450,786240,815490,554320,962000,986050
404040,695970,804750,569800,899470,986050
404040,468864,618936,767602,899470,986050
554320,786240,962000,216450,815490,986050
554320,124722,568178,805896,815490,986050
569800,695970,899470,404040,804750,986050
639730,742368,979982,109224,750360,986050
749070,618240,971250,170200,641240,986050
767602,468864,899470,404040,618936,986050
805896,124722,815490,554320,568178,986050
177815,934032,950807,261324,969900,986065
261324,934032,969900,177815,950807,986065
411712,771960,874888,454905,896025,986087
454905,771960,896025,411712,874888,986087
150839,213948,261775,950880,974652,986255
216495,147160,261775,950880,962200,986255
404124,501193,643825,747120,899657,986255
639863,71316,643825,747120,750516,986255
747120,501193,899657,404124,643825,986255
747120,71316,750516,639863,643825,986255
950880,213948,974652,150839,261775,986255
950880,147160,962200,216495,261775,986255
579425,505680,769055,617652,798252,986377
617652,505680,798252,579425,769055,986377
400554,666672,777750,607104,901680,986646
607104,666672,901680,400554,777750,986646
193284,396480,441084,882640,967600,986716
882640,396480,967600,193284,441084,986716
235752,442035,500973,850136,958189,986765
235752,400064,464360,870675,958189,986765
850136,442035,958189,235752,500973,986765
870675,400064,958189,235752,464360,986765
216648,147264,261960,951552,962880,986952
951552,147264,962880,216648,261960,986952
554840,124839,568711,806652,816255,986975
806652,124839,816255,554840,568711,986975
257348,443289,512575,843552,952935,987073
843552,443289,952935,257348,512575,987073
412160,772800,875840,455400,897000,987160
455400,772800,897000,412160,875840,987160
293664,151848,330600,930240,942552,987240
930240,151848,942552,293664,330600,987240
209160,903123,927027,339636,964875,987285
339636,903123,964875,209160,927027,987285
93849,637868,644735,748176,983180,987649
170476,199143,262145,952224,972825,987649
216801,147368,262145,952224,963560,987649
570724,256368,625660,764199,806055,987649
748176,637868,983180,93849,644735,987649
764199,256368,806055,570724,625660,987649
952224,199143,972825,170476,262145,987649
952224,147368,963560,216801,262145,987649
122976,933660,941724,297675,979965,987651
297675,933660,979965,122976,941724,987651
420992,502320,655408,738990,893550,987758
738990,502320,893550,420992,655408,987758
236016,442530,501534,851088,959262,987870
236016,400512,464880,871650,959262,987870
851088,442530,959262,236016,501534,987870
871650,400512,959262,236016,464880,987870
555360,124956,569244,807408,817020,987900
807408,124956,817020,555360,569244,987900
412608,773640,876792,455895,897975,988233
455895,773640,897975,412608,876792,988233
216954,147472,262330,952896,964240,988346
952896,147472,964240,216954,262330,988346
525096,626535,817479,555672,837447,988455
525096,356928,634920,757575,837447,988455
555672,626535,837447,525096,817479,988455
757575,356928,837447,525096,634920,988455
505050,586080,773670,615384,849816,988566
615384,586080,849816,505050,773670,988566
109512,93366,143910,978120,982566,988650
978120,93366,982566,109512,143910,988650
405132,697851,806925,571340,901901,988715
571340,697851,901901,405132,806925,988715
555880,125073,569777,808164,817785,988825
808164,125073,817785,555880,569777,988825
236280,443025,502095,852040,960335,988975
236280,400960,465400,872625,960335,988975
515520,345828,620772,769879,843985,988975
769879,345828,843985,515520,620772,988975
852040,443025,960335,236280,502095,988975
872625,400960,960335,236280,465400,988975
217107,147576,262515,953568,964920,989043
953568,147576,964920,217107,262515,989043
413056,774480,877744,456390,898950,989306
456390,774480,898950,413056,877744,989306
294308,152181,331325,932280,944619,989405
932280,152181,944619,294308,331325,989405
581350,507360,771610,619704,800904,989654
619704,507360,800904,581350,771610,989654
70300,255360,264860,953568,987168,989668
953568,255360,987168,70300,264860,989668
274428,554895,619047,772200,950895,989703
772200,554895,950895,274428,619047,989703
151372,214704,262700,954240,978096,989740
217260,147680,262700,954240,965600,989740
405552,502964,646100,749760,902836,989740
642124,71568,646100,749760,753168,989740
749760,502964,902836,405552,646100,989740
749760,71568,753168,642124,646100,989740
954240,214704,978096,151372,262700,989740
954240,147680,965600,217260,262700,989740
556400,125190,570310,808920,818550,989750
808920,125190,818550,556400,570310,989750
236544,443520,502656,852992,961408,990080
236544,401408,465920,873600,961408,990080
852992,443520,961408,236544,502656,990080
873600,401408,961408,236544,465920,990080
446250,632320,773930,617760,884000,990250
617760,632320,884000,446250,773930,990250
617760,311850,692010,708320,773930,990250
708320,311850,773930,617760,692010,990250
413504,775320,878696,456885,899925,990379
456885,775320,899925,413504,878696,990379
583947,449696,737035,661572,799940,990403
661572,449696,799940,583947,737035,990403
217413,147784,262885,954912,966280,990437
468195,543312,717213,683060,872788,990437
468195,445900,646555,750288,872788,990437
683060,543312,872788,468195,717213,990437
750288,445900,872788,468195,646555,990437
954912,147784,966280,217413,262885,990437
114075,851760,859365,492492,983892,990483
492492,851760,983892,114075,859365,990483
151515,550368,570843,809676,979020,990675
556920,125307,570843,809676,819315,990675
809676,550368,979020,151515,570843,990675
809676,125307,819315,556920,570843,990675
561660,277200,626340,767745,816255,990825
767745,277200,816255,561660,626340,990825
194103,398160,442953,886380,971700,990897
886380,398160,971700,194103,442953,990897
217566,147888,263070,955584,966960,991134
955584,147888,966960,217566,263070,991134
94185,109296,144279,980628,986700,991185
236808,444015,503217,853944,962481,991185
236808,401856,466440,874575,962481,991185
853944,444015,962481,236808,503217,991185
874575,401856,962481,236808,466440,991185
980628,109296,986700,94185,144279,991185
210000,906750,930750,341000,968750,991250
341000,906750,968750,210000,930750,991250
341000,73920,348920,927810,930750,991250
343728,377454,510510,849680,929746,991250
849680,377454,929746,343728,510510,991250
927810,73920,930750,341000,348920,991250
406224,699732,809100,572880,904332,991380
572880,699732,904332,406224,809100,991380
413952,776160,879648,457380,900900,991452
457380,776160,900900,413952,879648,991452
294952,152514,332050,934320,946686,991570
934320,152514,946686,294952,332050,991570
557440,125424,571376,810432,820080,991600
810432,125424,820080,557440,571376,991600
217719,147992,263255,956256,967640,991831
956256,147992,967640,217719,263255,991831
49980,178640,185500,974400,990640,991900
974400,178640,990640,49980,185500,991900
237072,444510,503778,854896,963554,992290
237072,402304,466960,875550,963554,992290
854896,444510,963554,237072,503778,992290
875550,402304,963554,237072,466960,992290
414400,777000,880600,457875,901875,992525
457875,777000,901875,414400,880600,992525
557960,500832,749768,650349,820845,992525
557960,125541,571909,811188,820845,992525
650349,500832,820845,557960,749768,992525
811188,125541,820845,557960,571909,992525
217872,148096,263440,956928,968320,992528
956928,148096,968320,217872,263440,992528
78848,209664,224000,967200,989664,992800
967200,209664,989664,78848,224000,992800
109980,93765,144525,982300,986765,992875
982300,93765,986765,109980,144525,992875
583275,509040,774165,621756,803556,992931
621756,509040,803556,583275,774165,992931
507325,588720,777155,618156,853644,993019
618156,588720,853644,507325,777155,993019
401016,274912,486200,865920,908512,993080
865920,274912,908512,401016,486200,993080
151905,215460,263625,957600,981540,993225
203319,167808,263625,957600,972192,993225
218025,148200,263625,957600,969000,993225
406980,504735,648375,752400,906015,993225
644385,71820,648375,752400,755820,993225
752400,504735,906015,406980,648375,993225
752400,71820,755820,644385,648375,993225
957600,215460,981540,151905,263625,993225
957600,167808,972192,203319,263625,993225
957600,148200,969000,218025,263625,993225
289952,411264,503200,856350,949986,993250
856350,411264,949986,289952,503200,993250
237336,445005,504339,855848,964627,993395
237336,402752,467480,876525,964627,993395
315952,544236,629300,768645,941811,993395
768645,544236,941811,315952,629300,993395
855848,445005,964627,237336,504339,993395
876525,402752,964627,237336,467480,993395
558480,125658,572442,811944,821610,993450
811944,125658,821610,558480,572442,993450
414848,777840,881552,458370,902850,993598
458370,777840,902850,414848,881552,993598
218115,792288,821763,558584,969400,993635
558584,792288,969400,218115,821763,993635
295596,152847,332775,936360,948753,993735
936360,152847,948753,295596,332775,993735
218178,148304,263810,958272,969680,993922
958272,148304,969680,218178,263810,993922
121992,166635,206517,972356,986531,994045
407316,701613,811275,574420,906763,994045
574420,701613,906763,407316,811275,994045
972356,166635,986531,121992,206517,994045
559000,125775,572975,812700,822375,994375
812700,125775,822375,559000,572975,994375
347956,845733,914515,390456,931515,994381
390456,845733,931515,347956,914515,994381
237600,445500,504900,856800,965700,994500
237600,403200,468000,877500,965700,994500
518400,347760,624240,774180,848700,994500
774180,347760,848700,518400,624240,994500
856800,445500,965700,237600,504900,994500
877500,403200,965700,237600,468000,994500
218331,148408,263995,958944,970360,994619
958944,148408,970360,218331,263995,994619
415296,778680,882504,458865,903825,994671
458865,778680,903825,415296,882504,994671
194922,399840,444822,890120,975800,995078
890120,399840,975800,194922,444822,995078
210840,910377,934473,342364,972625,995215
342364,910377,972625,210840,934473,995215
559520,125892,573508,813456,823140,995300
813456,125892,823140,559520,573508,995300
218484,148512,264180,959616,971040,995316
554484,338688,649740,753984,826560,995316
753984,338688,826560,554484,649740,995316
959616,148512,971040,218484,264180,995316
128520,424235,443275,891480,987275,995605
211853,240996,320875,942480,972804,995605
237864,445995,505461,857752,966773,995605
237864,403648,468520,878475,966773,995605
518976,643632,826800,554645,849643,995605
554645,643632,849643,518976,826800,995605
857752,445995,966773,237864,505461,995605
878475,403648,966773,237864,468520,995605
891480,424235,987275,128520,443275,995605
942480,240996,972804,211853,320875,995605
415744,779520,883456,459360,904800,995744
459360,779520,904800,415744,883456,995744
296240,153180,333500,938400,950820,995900
938400,153180,950820,296240,333500,995900
218637,148616,264365,960288,971720,996013
960288,148616,971720,218637,264365,996013
585200,510720,776720,623808,806208,996208
623808,510720,806208,585200,776720,996208
560040,126009,574041,814212,823905,996225
814212,126009,823905,560040,574041,996225
404481,673208,785375,613056,910520,996319
613056,673208,910520,404481,785375,996319
94710,643720,650650,755040,992200,996710
152438,216216,264550,960960,984984,996710
172040,200970,264550,960960,981750,996710
218790,148720,264550,960960,972400,996710
238128,446490,506022,858704,967846,996710
238128,404096,469040,879450,967846,996710
408408,703494,813450,575960,909194,996710
408408,506506,650650,755040,909194,996710
575960,703494,909194,408408,813450,996710
575960,258720,631400,771210,813450,996710
646646,72072,650650,755040,758472,996710
755040,643720,992200,94710,650650,996710
755040,506506,909194,408408,650650,996710
755040,72072,758472,646646,650650,996710
771210,258720,813450,575960,631400,996710
858704,446490,967846,238128,506022,996710
879450,404096,967846,238128,469040,996710
960960,216216,984984,152438,264550,996710
960960,200970,981750,172040,264550,996710
960960,148720,972400,218790,264550,996710
416192,780360,884408,459855,905775,996817
459855,780360,905775,416192,884408,996817
565064,278880,630136,772398,821202,996830
772398,278880,821202,565064,630136,996830
259896,447678,517650,851904,962370,996846
851904,447678,962370,259896,517650,996846
110448,94164,145140,986480,990964,997100
986480,94164,990964,110448,145140,997100
560560,126126,574574,814968,824670,997150
814968,126126,824670,560560,574574,997150
218943,148824,264735,961632,973080,997407
961632,148824,973080,218943,264735,997407
509600,591360,780640,620928,857472,997472
620928,591360,857472,509600,780640,997472
238392,446985,506583,859656,968919,997815
238392,404544,469560,880425,968919,997815
859656,446985,968919,238392,506583,997815
880425,404544,968919,238392,469560,997815
416640,781200,885360,460350,906750,997890
460350,781200,906750,416640,885360,997890
296884,153513,334225,940440,952887,998065
940440,153513,952887,296884,334225,998065
561080,126243,575107,815724,825435,998075
815724,126243,825435,561080,575107,998075
219096,148928,264920,962304,973760,998104
962304,148928,973760,219096,264920,998104
317520,387828,501228,863379,946485,998325
863379,387828,946485,317520,501228,998325
219249,149032,265105,962976,974440,998801
962976,149032,974440,219249,265105,998801
238656,447480,507144,860608,969992,998920
238656,404992,470080,881400,969992,998920
860608,447480,969992,238656,507144,998920
881400,404992,969992,238656,470080,998920
417088,782040,886312,460845,907725,998963
460845,782040,907725,417088,886312,998963
50337,179916,186825,981360,997716,998985
981360,179916,997716,50337,186825,998985
561600,126360,575640,816480,826200,999000
816480,126360,826200,561600,575640,999000
160950,452880,480630,875840,986000,999050
458874,142968,480630,875840,887432,999050
875840,452880,986000,160950,480630,999050
875840,142968,887432,458874,480630,999050
211680,914004,938196,343728,976500,999180
343728,914004,976500,211680,938196,999180
195741,401520,446691,893860,979900,999259
893860,401520,979900,195741,446691,999259
110700,752400,760500,648375,993225,999375
409500,705375,815625,577500,911625,999375
409500,475200,627300,777975,911625,999375
577500,705375,911625,409500,815625,999375
648375,752400,993225,110700,760500,999375
777975,475200,911625,409500,627300,999375
587125,512400,779275,625860,808860,999485
625860,512400,808860,587125,779275,999485
219402,149136,265290,963648,975120,999498
963648,149136,975120,219402,265290,999498
277200,560500,625300,780000,960500,999700
780000,560500,960500,277200,625300,999700
562120,126477,576173,817236,826965,999925
817236,126477,826965,562120,576173,999925
238920,447975,507705,861560,971065,1000025
238920,405440,470600,882375,971065,1000025
521280,349692,627708,778481,853415,1000025
778481,349692,853415,521280,627708,1000025
861560,447975,971065,238920,507705,1000025
882375,405440,971065,238920,470600,1000025
417536,782880,887264,461340,908700,1000036
461340,782880,908700,417536,887264,1000036
152971,216972,265475,964320,988428,1000195
219555,149240,265475,964320,975800,1000195
409836,508277,652925,757680,912373,1000195
648907,72324,652925,757680,761124,1000195
757680,508277,912373,409836,652925,1000195
757680,72324,761124,648907,652925,1000195
964320,216972,988428,152971,265475,1000195
964320,149240,975800,219555,265475,1000195
297528,153846,334950,942480,954954,1000230
942480,153846,954954,297528,334950,1000230
583110,508896,773946,633640,812696,1000246
583110,477400,753610,657696,812696,1000246
633640,508896,812696,583110,773946,1000246
657696,477400,812696,583110,753610,1000246
562640,126594,576706,817992,827730,1000850
817992,126594,827730,562640,576706,1000850
219708,149344,265660,964992,976480,1000892
964992,149344,976480,219708,265660,1000892
91728,960960,965328,264550,996710,1000922
264550,960960,996710,91728,965328,1000922
417984,783720,888216,461835,909675,1001109
461835,783720,909675,417984,888216,1001109
239184,448470,508266,862512,972138,1001130
239184,405888,471120,883350,972138,1001130
862512,448470,972138,239184,508266,1001130
883350,405888,972138,239184,471120,1001130
219780,798336,828036,562848,976800,1001220
562848,798336,976800,219780,828036,1001220
110916,94563,145755,990660,995163,1001325
990660,94563,995163,110916,145755,1001325
219861,149448,265845,965664,977160,1001589
965664,149448,977160,219861,265845,1001589
563160,126711,577239,818748,828495,1001775
818748,126711,828495,563160,577239,1001775
511875,594000,784125,623700,861300,1001925
623700,594000,861300,511875,784125,1001925
410592,707256,817800,579040,914056,1002040
579040,707256,914056,410592,817800,1002040
418432,784560,889168,462330,910650,1002182
462330,784560,910650,418432,889168,1002182
180730,949344,966394,265608,985800,1002230
265608,949344,985800,180730,966394,1002230
239448,448965,508827,863464,973211,1002235
239448,406336,471640,884325,973211,1002235
863464,448965,973211,239448,508827,1002235
884325,406336,973211,239448,471640,1002235
220014,149552,266030,966336,977840,1002286
966336,149552,977840,220014,266030,1002286
298172,154179,335675,944520,957021,1002395
944520,154179,957021,298172,335675,1002395
428505,675108,799617,604656,906300,1002495
604656,675108,906300,428505,799617,1002495
563680,126828,577772,819504,829260,1002700
819504,126828,829260,563680,577772,1002700
589050,514080,781830,627912,811512,1002762
627912,514080,811512,589050,781830,1002762
568468,280560,633932,777051,826149,1002835
777051,280560,826149,568468,633932,1002835
220167,149656,266215,967008,978520,1002983
967008,149656,978520,220167,266215,1002983
212520,917631,941919,345092,980375,1003145
345092,917631,980375,212520,941919,1003145
42273,551760,553377,836836,1002364,1003255
274527,480480,553377,836836,964964,1003255
418880,785400,890120,462825,911625,1003255
418880,217800,472120,885225,911625,1003255
462825,785400,911625,418880,890120,1003255
836836,551760,1002364,42273,553377,1003255
836836,480480,964964,274527,553377,1003255
885225,217800,911625,418880,472120,1003255
124928,948480,956672,302400,995520,1003328
302400,948480,995520,124928,956672,1003328
239712,449460,509388,864416,974284,1003340
239712,406784,472160,885300,974284,1003340
864416,449460,974284,239712,509388,1003340
885300,406784,974284,239712,472160,1003340
74074,736032,739750,677880,1000632,1003370
677880,736032,1000632,74074,739750,1003370
196560,403200,448560,897600,984000,1003440
897600,403200,984000,196560,448560,1003440
401115,822800,915365,411180,919820,1003475
401115,180180,439725,902000,919820,1003475
411180,822800,919820,401115,915365,1003475
902000,180180,919820,401115,439725,1003475
564200,126945,578305,820260,830025,1003625
820260,126945,830025,564200,578305,1003625
153504,217728,266400,967680,991872,1003680
220320,149760,266400,967680,979200,1003680
411264,510048,655200,760320,915552,1003680
651168,72576,655200,760320,763776,1003680
760320,510048,915552,411264,655200,1003680
760320,72576,763776,651168,655200,1003680
967680,217728,991872,153504,266400,1003680
967680,149760,979200,220320,266400,1003680
419328,786240,891072,463320,912600,1004328
463320,786240,912600,419328,891072,1004328
405573,278036,491725,875760,918836,1004365
875760,278036,918836,405573,491725,1004365
220473,149864,266585,968352,979880,1004377
968352,149864,979880,220473,266585,1004377
239976,449955,509949,865368,975357,1004445
239976,407232,472680,886275,975357,1004445
865368,449955,975357,239976,509949,1004445
886275,407232,975357,239976,472680,1004445
564720,127062,578838,821016,830790,1004550
821016,127062,830790,564720,578838,1004550
298816,154512,336400,946560,959088,1004560
946560,154512,959088,298816,336400,1004560
411684,709137,819975,580580,916487,1004705
580580,709137,916487,411684,819975,1004705
220626,149968,266770,969024,980560,1005074
969024,149968,980560,220626,266770,1005074
419776,787080,892024,463815,913575,1005401
463815,787080,913575,419776,892024,1005401
565240,127179,579371,821772,831555,1005475
821772,127179,831555,565240,579371,1005475
95550,110880,146370,994840,1001000,1005550
111384,94962,146370,994840,999362,1005550
240240,450450,510510,866320,976430,1005550
240240,407680,473200,887250,976430,1005550
524160,351624,631176,782782,858130,1005550
782782,351624,858130,524160,631176,1005550
866320,450450,976430,240240,510510,1005550
887250,407680,976430,240240,473200,1005550
994840,110880,1001000,95550,146370,1005550
994840,94962,999362,111384,146370,1005550
108031,464508,476905,885456,999900,1005719
885456,464508,999900,108031,476905,1005719
95571,649572,656565,761904,1001220,1005771
173604,202797,266955,969696,990675,1005771
220779,150072,266955,969696,981240,1005771
581196,261072,637140,778221,820845,1005771
761904,649572,1001220,95571,656565,1005771
778221,261072,820845,581196,637140,1005771
969696,202797,990675,173604,266955,1005771
969696,150072,981240,220779,266955,1005771
408408,679744,793000,619008,919360,1005992
619008,679744,919360,408408,793000,1005992
590975,515760,784385,629964,814164,1006039
629964,515760,814164,590975,784385,1006039
50694,181192,188150,988320,1004792,1006070
988320,181192,1004792,50694,188150,1006070
405405,414960,580125,822016,920816,1006109
822016,414960,920816,405405,580125,1006109
244992,292320,381408,931294,976094,1006370
931294,292320,976094,244992,381408,1006370
514150,596640,787610,626472,865128,1006378
626472,596640,865128,514150,787610,1006378
153920,559104,579904,822528,994560,1006400
565760,127296,579904,822528,832320,1006400
822528,559104,994560,153920,579904,1006400
822528,127296,832320,565760,579904,1006400
220932,150176,267140,970368,981920,1006468
970368,150176,981920,220932,267140,1006468
420224,787920,892976,464310,914550,1006474
464310,787920,914550,420224,892976,1006474
408639,769600,871361,503880,919880,1006561
503880,769600,919880,408639,871361,1006561
503880,223839,551361,842120,871361,1006561
842120,223839,871361,503880,551361,1006561
262444,452067,522725,860256,971805,1006619
860256,452067,971805,262444,522725,1006619
240504,450945,511071,867272,977503,1006655
240504,408128,473720,888225,977503,1006655
867272,450945,977503,240504,511071,1006655
888225,408128,977503,240504,473720,1006655
299460,154845,337125,948600,961155,1006725
948600,154845,961155,299460,337125,1006725
213360,921258,945642,346456,984250,1007110
346456,921258,984250,213360,945642,1007110
154037,218484,267325,971040,995316,1007165
221085,150280,267325,971040,982600,1007165
412692,511819,657475,762960,918731,1007165
561085,342720,657475,762960,836400,1007165
653429,72828,657475,762960,766428,1007165
762960,511819,918731,412692,657475,1007165
762960,342720,836400,561085,657475,1007165
762960,72828,766428,653429,657475,1007165
971040,218484,995316,154037,267325,1007165
971040,150280,982600,221085,267325,1007165
130032,429226,448490,901968,998890,1007318
901968,429226,998890,130032,448490,1007318
566280,127413,580437,823284,833085,1007325
823284,127413,833085,566280,580437,1007325
412776,711018,822150,582120,918918,1007370
582120,711018,918918,412776,822150,1007370
420672,788760,893928,464805,915525,1007547
464805,788760,915525,420672,893928,1007547
197379,404880,450429,901340,988100,1007621
901340,404880,988100,197379,450429,1007621
240768,451440,511632,868224,978576,1007760
240768,408576,474240,889200,978576,1007760
868224,451440,978576,240768,511632,1007760
889200,408576,978576,240768,474240,1007760
221238,150384,267510,971712,983280,1007862
971712,150384,983280,221238,267510,1007862
566800,127530,580970,824040,833850,1008250
824040,127530,833850,566800,580970,1008250
221391,150488,267695,972384,983960,1008559
972384,150488,983960,221391,267695,1008559
421120,789600,894880,465300,916500,1008620
465300,789600,916500,421120,894880,1008620
221445,804384,834309,567112,984200,1008805
567112,804384,984200,221445,834309,1008805
571872,282240,637728,781704,831096,1008840
781704,282240,831096,571872,637728,1008840
241032,451935,512193,869176,979649,1008865
241032,409024,474760,890175,979649,1008865
869176,451935,979649,241032,512193,1008865
890175,409024,979649,241032,474760,1008865
300104,155178,337850,950640,963222,1008890
950640,155178,963222,300104,337850,1008890
567320,127647,581503,824796,834615,1009175
824796,127647,834615,567320,581503,1009175
430144,513240,669656,755055,912975,1009231
755055,513240,912975,430144,669656,1009231
221544,150592,267880,973056,984640,1009256
973056,150592,984640,221544,267880,1009256
592900,517440,786940,632016,816816,1009316
632016,517440,816816,592900,786940,1009316
421568,790440,895832,465795,917475,1009693
465795,790440,917475,421568,895832,1009693
279972,566105,631553,787800,970105,1009697
787800,566105,970105,279972,631553,1009697
111852,95361,146985,999020,1003561,1009775
999020,95361,1003561,111852,146985,1009775
322322,480480,578578,827640,957000,1009822
827640,480480,957000,322322,578578,1009822
221697,150696,268065,973728,985320,1009953
973728,150696,985320,221697,268065,1009953
241296,452430,512754,870128,980722,1009970
241296,409472,475280,891150,980722,1009970
870128,452430,980722,241296,512754,1009970
891150,409472,980722,241296,475280,1009970
413868,712899,824325,583660,921349,1010035
583660,712899,921349,413868,824325,1010035
567840,127764,582036,825552,835380,1010100
825552,127764,835380,567840,582036,1010100
154570,219240,268250,974400,998760,1010650
206886,170752,268250,974400,989248,1010650
221850,150800,268250,974400,986000,1010650
321440,392616,507416,874038,958170,1010650
414120,513590,659750,765600,921910,1010650
414120,293216,507416,874038,921910,1010650
477750,554400,731850,697000,890600,1010650
477750,455000,659750,765600,890600,1010650
655690,73080,659750,765600,769080,1010650
697000,554400,890600,477750,731850,1010650
765600,513590,921910,414120,659750,1010650
765600,455000,890600,477750,659750,1010650
765600,73080,769080,655690,659750,1010650
874038,392616,958170,321440,507416,1010650
874038,293216,921910,414120,507416,1010650
974400,219240,998760,154570,268250,1010650
974400,170752,989248,206886,268250,1010650
974400,150800,986000,221850,268250,1010650
422016,791280,896784,466290,918450,1010766
466290,791280,918450,422016,896784,1010766
516425,599280,791095,629244,868956,1010831
629244,599280,868956,516425,791095,1010831
568360,127881,582569,826308,836145,1011025
826308,127881,836145,568360,582569,1011025
300748,155511,338575,952680,965289,1011055
952680,155511,965289,300748,338575,1011055
214200,924885,949365,347820,988125,1011075
241560,452925,513315,871080,981795,1011075
241560,409920,475800,892125,981795,1011075
347820,924885,988125,214200,949365,1011075
527040,353556,634644,787083,862845,1011075
583947,53196,586365,823680,825396,1011075
787083,353556,862845,527040,634644,1011075
823680,53196,825396,583947,586365,1011075
871080,452925,981795,241560,513315,1011075
892125,409920,981795,241560,475800,1011075
222003,150904,268435,975072,986680,1011347
975072,150904,986680,222003,268435,1011347
390456,132608,412360,923520,932992,1011400
923520,132608,932992,390456,412360,1011400
198198,406560,452298,905080,992200,1011802
905080,406560,992200,198198,452298,1011802
422464,792120,897736,466785,919425,1011839
466785,792120,919425,422464,897736,1011839
568880,127998,583102,827064,836910,1011950
827064,127998,836910,568880,583102,1011950
418209,337212,537225,857584,921500,1011959
857584,337212,921500,418209,537225,1011959
222156,151008,268620,975744,987360,1012044
975744,151008,987360,222156,268620,1012044
241824,453420,513876,872032,982868,1012180
241824,410368,476320,893100,982868,1012180
267444,236208,356820,947200,976208,1012180
872032,453420,982868,241824,513876,1012180
893100,410368,982868,241824,476320,1012180
947200,236208,976208,267444,356820,1012180
594825,519120,789495,634068,819468,1012593
634068,519120,819468,594825,789495,1012593
112176,762432,770640,657020,1006468,1012700
414960,714780,826500,585200,923780,1012700
414960,481536,635664,788348,923780,1012700
585200,714780,923780,414960,826500,1012700
657020,762432,1006468,112176,770640,1012700
788348,481536,923780,414960,635664,1012700
222309,151112,268805,976416,988040,1012741
976416,151112,988040,222309,268805,1012741
569400,128115,583635,827820,837675,1012875
827820,128115,837675,569400,583635,1012875
422912,792960,898688,467280,920400,1012912
467280,792960,920400,422912,898688,1012912
51051,182468,189475,995280,1011868,1013155
995280,182468,1011868,51051,189475,1013155
301392,155844,339300,954720,967356,1013220
954720,155844,967356,301392,339300,1013220
242088,453915,514437,872984,983941,1013285
242088,410816,476840,894075,983941,1013285
872984,453915,983941,242088,514437,1013285
894075,410816,983941,242088,476840,1013285
222462,151216,268990,977088,988720,1013438
977088,151216,988720,222462,268990,1013438
538560,642600,838440,569920,858920,1013800
538560,366080,651200,777000,858920,1013800
569920,642600,858920,538560,838440,1013800
569920,128232,584168,828576,838440,1013800
777000,366080,858920,538560,651200,1013800
828576,128232,838440,569920,584168,1013800
423360,793800,899640,467775,921375,1013985
467775,793800,921375,423360,899640,1013985
112320,95760,147600,1003200,1007760,1014000
1003200,95760,1007760,112320,147600,1014000
530400,345950,633250,792120,864370,1014130
792120,345950,864370,530400,633250,1014130
155103,219996,269175,977760,1002204,1014135
222615,151320,269175,977760,989400,1014135
415548,515361,662025,768240,925089,1014135
657951,73332,662025,768240,771732,1014135
