5720,5863,8316,32718400,34374769,69155856,103530625,70812225,1656369
4896,5920,21504,23970816,35046400,462422016,497468416,473497600,11075584
5049,6105,22176,25492401,37271025,491774976,529046001,503553600,11778624
4680,6150,41800,21902400,37822500,1747240000,1785062500,1763160100,15920100
5202,6290,22848,27060804,39564100,522031104,561595204,534534400,12503296
6240,6396,9072,38937600,40908816,82301184,123210000,84272400,1971216
5355,6475,23520,28676025,41925625,553190400,595116025,566440000,13249600
5796,6525,18360,33593616,42575625,337089600,379665225,346071609,8982009
5508,6660,24192,30338064,44355600,585252864,629608464,599270400,14017536
5148,6765,45980,26501904,45765225,2114160400,2159925625,2133423721,19263321
6783,6825,7920,46009089,46580625,62726400,109307025,63297936,571536
5661,6845,24864,32046921,46854025,618218496,665072521,633025600,14807104
6760,6929,9828,45697600,48011041,96589584,144600625,98903025,2313441
5760,6936,8602,33177600,48108096,73994404,122102500,88924900,14930496
4550,6970,5544,20702500,48580900,30735936,79316836,58614336,27878400
5814,7030,25536,33802596,49420900,652087296,701508196,667705600,15618304
4692,7215,26208,22014864,52056225,686859264,738915489,716900625,30041361
5967,7215,26208,35605089,52056225,686859264,738915489,703310400,16451136
6440,7250,20400,41473600,52562500,416160000,468722500,427248900,11088900
5616,7380,50160,31539456,54464400,2516025600,2570490000,2538950544,22924944
6120,7400,26880,37454400,54760000,722534400,777294400,739840000,17305600
7280,7462,10584,52998400,55681444,112021056,167702500,114704100,2683044
6273,7585,27552,39350529,57532225,759112704,816644929,777294400,18181696
6808,7592,9306,46348864,57638464,86601636,144240100,97891236,11289600
5775,7665,6156,33350625,58752225,37896336,96648561,63297936,25401600
6601,7735,8976,43573201,59830225,80568576,140398801,96825600,16257024
6426,7770,28224,41293476,60372900,796594176,856967076,815673600,19079424
6579,7955,28896,43283241,63282025,834978816,898260841,854977600,19998784
6156,7956,5775,37896336,63297936,33350625,96648561,58752225,25401600
7920,7956,6783,62726400,63297936,46009089,109307025,46580625,571536
7084,7975,22440,50183056,63600625,503553600,567154225,516971169,13417569
6084,7995,54340,37015056,63920025,2952835600,3016755625,2979740569,26904969
7293,7995,16400,53187849,63920025,268960000,332880025,279692176,10732176
7800,7995,11340,60840000,63920025,128595600,192515625,131675625,3080025
6732,8140,29568,45319824,66259600,874266624,940526224,895206400,20939776
4797,8325,30240,23011209,69305625,914457600,983763225,960752016,46294416
6885,8325,30240,47403225,69305625,914457600,983763225,936360000,21902400
7038,8510,30912,49533444,72420100,955551744,1027971844,978438400,22886656
7191,8695,31584,51710481,75603025,997549056,1073152081,1021441600,23892544
7344,8880,32256,53934336,78854400,1040449536,1119303936,1065369600,24920064
7497,9065,32928,56205009,82174225,1084253184,1166427409,1110222400,25969216
7020,9225,62700,49280400,85100625,3931290000,4016390625,3967110225,35820225
7134,9250,33600,50893956,85562500,1128960000,1214522500,1163628544,34668544
7650,9250,33600,58522500,85562500,1128960000,1214522500,1156000000,27040000
