[29682, 35890, 130368, 881021124, 1288092100, 16995815424, 18283907524, 17402886400, 407070976]
[20787, 36075, 131040, 432099369, 1301405625, 17171481600, 18472887225, 18040787856, 869306256]
[23460, 36075, 131040, 550371600, 1301405625, 17171481600, 18472887225, 17922515625, 751034025]
[29835, 36075, 131040, 890127225, 1301405625, 17171481600, 18472887225, 17582760000, 411278400]
[29988, 36260, 131712, 899280144, 1314787600, 17348050944, 18662838544, 17763558400, 415507456]
[30141, 36445, 132384, 908479881, 1328238025, 17525523456, 18853761481, 17945281600, 419758144]
[24244, 36556, 171717, 587771536, 1336341136, 29486728089, 30823069225, 30235297689, 748569600]
[30294, 36630, 133056, 917726436, 1341756900, 17703899136, 19045656036, 18127929600, 424030464]
[30447, 36815, 133728, 927019809, 1355344225, 17883177984, 19238522209, 18311502400, 428324416]
[21320, 37000, 134400, 454542400, 1369000000, 18063360000, 19432360000, 18977817600, 914457600]
[28536, 37000, 134400, 814303296, 1369000000, 18063360000, 19432360000, 18618056704, 554696704]
[30600, 37000, 134400, 936360000, 1369000000, 18063360000, 19432360000, 18496000000, 432640000]
[30753, 37185, 135072, 945747009, 1382724225, 18244445184, 19627169409, 18681422400, 436977216]
[30906, 37370, 135744, 955180836, 1396516900, 18426433536, 19822950436, 18867769600, 441336064]
[31059, 37555, 136416, 964661481, 1410378025, 18609325056, 20019703081, 19055041600, 445716544]
[31212, 37740, 137088, 974188944, 1424307600, 18793119744, 20217427344, 19243238400, 450118656]
[37400, 37895, 167832, 1398760000, 1436031025, 28167580224, 29603611249, 28204851249, 37271025]
[21853, 37925, 137760, 477553609, 1438305625, 18977817600, 20416123225, 19938569616, 960752016]
[31365, 37925, 137760, 983763225, 1438305625, 18977817600, 20416123225, 19432360000, 454542400]
[31518, 38110, 138432, 993384324, 1452372100, 19163418624, 20615790724, 19622406400, 458987776]
[31671, 38295, 139104, 1003052241, 1466507025, 19349922816, 20816429841, 19813377600, 463454784]
[25024, 38480, 139776, 626200576, 1480710400, 19537330176, 21018040576, 20391840000, 854509824]
[31824, 38480, 139776, 1012766976, 1480710400, 19537330176, 21018040576, 20005273600, 467943424]
[31977, 38665, 140448, 1022528529, 1494982225, 19725640704, 21220622929, 20198094400, 472453696]
[22386, 38850, 141120, 501132996, 1509322500, 19914854400, 21424176900, 20923043904, 1008189504]
[32130, 38850, 141120, 1032336900, 1509322500, 19914854400, 21424176900, 20391840000, 476985600]
[32283, 39035, 141792, 1042192089, 1523731225, 20104971264, 21628702489, 20586510400, 481539136]
[32436, 39220, 142464, 1052094096, 1538208400, 20295991296, 21834199696, 20782105600, 486114304]
[32589, 39405, 143136, 1062042921, 1552754025, 20487914496, 22040668521, 20978625600, 490711104]
[32742, 39590, 143808, 1072038564, 1567368100, 20680740864, 22248108964, 21176070400, 495329536]
[22919, 39775, 144480, 525280561, 1582050625, 20874470400, 22456521025, 21931240464, 1056770064]
[32895, 39775, 144480, 1082081025, 1582050625, 20874470400, 22456521025, 21374440000, 499969600]
[33048, 39960, 145152, 1092170304, 1596801600, 21069103104, 22665904704, 21573734400, 504631296]
[33201, 40145, 145824, 1102306401, 1611621025, 21264638976, 22876260001, 21773953600, 509314624]
[33354, 40330, 146496, 1112489316, 1626508900, 21461078016, 23087586916, 21975097600, 514019584]
[33507, 40515, 147168, 1122719049, 1641465225, 21658420224, 23299885449, 22177166400, 518746176]
[23452, 40700, 147840, 549996304, 1656490000, 21856665600, 23513155600, 22963159296, 1106493696]
[33660, 40700, 147840, 1132995600, 1656490000, 21856665600, 23513155600, 22380160000, 523494400]
[26588, 40885, 148512, 706921744, 1671583225, 22055814144, 23727397369, 23020475625, 964661481]
[33813, 40885, 148512, 1143318969, 1671583225, 22055814144, 23727397369, 22584078400, 528264256]
[33966, 41070, 149184, 1153689156, 1686744900, 22255865856, 23942610756, 22788921600, 533055744]
[34119, 41255, 149856, 1164106161, 1701975025, 22456820736, 24158795761, 22994689600, 537868864]
[34272, 41440, 150528, 1174569984, 1717273600, 22658678784, 24375952384, 23201382400, 542703616]
[23985, 41625, 151200, 575280225, 1732640625, 22861440000, 24594080625, 24018800400, 1157360400]
[32103, 41625, 151200, 1030602609, 1732640625, 22861440000, 24594080625, 23563478016, 702038016]
[34425, 41625, 151200, 1185080625, 1732640625, 22861440000, 24594080625, 23409000000, 547560000]
[34578, 41810, 151872, 1195638084, 1748076100, 23065104384, 24813180484, 23617542400, 552438016]
[34731, 41995, 152544, 1206242361, 1763580025, 23269671936, 25033251961, 23827009600, 557337664]
[14784, 42000, 181350, 218566656, 1764000000, 32887822500, 34651822500, 34433255844, 1545433344]
[34884, 42180, 153216, 1216893456, 1779152400, 23475142656, 25254295056, 24037401600, 562258944]
[35037, 42365, 153888, 1227591369, 1794793225, 23681516544, 25476309769, 24248718400, 567201856]
[24518, 42550, 154560, 601132324, 1810502500, 23888793600, 25699296100, 25098163776, 1209370176]
[35190, 42550, 154560, 1238336100, 1810502500, 23888793600, 25699296100, 24460960000, 572166400]
[35343, 42735, 155232, 1249127649, 1826280225, 24096973824, 25923254049, 24674126400, 577152576]
[35496, 42920, 155904, 1259966016, 1842126400, 24306057216, 26148183616, 24888217600, 582160384]
[35649, 43105, 156576, 1270851201, 1858041025, 24516043776, 26374084801, 25103233600, 587189824]
[31680, 43212, 150416, 1003622400, 1867276944, 22624973056, 24492250000, 23488627600, 863654544]
[28152, 43290, 157248, 792535104, 1874024100, 24726933504, 26600957604, 25808422500, 1081488996]
[35802, 43290, 157248, 1281783204, 1874024100, 24726933504, 26600957604, 25319174400, 592240896]
[25051, 43475, 157920, 627552601, 1890075625, 24938726400, 26828802025, 26201249424, 1262523024]
[35955, 43475, 157920, 1292762025, 1890075625, 24938726400, 26828802025, 25536040000, 597313600]
[38640, 43500, 122400, 1493049600, 1892250000, 14981760000, 16874010000, 15380960400, 399200400]
[42840, 43554, 155672, 1835265600, 1896950916, 24233771584, 26130722500, 24295456900, 61685316]
[36108, 43660, 158592, 1303787664, 1906195600, 25151422464, 27057618064, 25753830400, 602407936]
[36261, 43845, 159264, 1314860121, 1922384025, 25365021696, 27287405721, 25972545600, 607523904]
[36414, 44030, 159936, 1325979396, 1938640900, 25579524096, 27518164996, 26192185600, 612661504]
[36567, 44215, 160608, 1337145489, 1954966225, 25794929664, 27749895889, 26412750400, 617820736]
[39284, 44225, 124440, 1543232656, 1955850625, 15485313600, 17441164225, 15897931569, 412617969]
[25584, 44400, 161280, 654541056, 1971360000, 26011238400, 27982598400, 27328057344, 1316818944]
[36720, 44400, 161280, 1348358400, 1971360000, 26011238400, 27982598400, 26634240000, 623001600]
[36873, 44585, 161952, 1359618129, 1987822225, 26228450304, 28216272529, 26856654400, 628204096]
[37026, 44770, 162624, 1370924676, 2004352900, 26446565376, 28450918276, 27079993600, 633428224]
[39928, 44950, 126480, 1594245184, 2020502500, 15997190400, 18017692900, 16423447716, 426257316]
[37179, 44955, 163296, 1382278041, 2020952025, 26665583616, 28686535641, 27304257600, 638673984]
[37332, 45140, 163968, 1393678224, 2037619600, 26885505024, 28923124624, 27529446400, 643941376]
[26117, 45325, 164640, 682097689, 2054355625, 27106329600, 29160685225, 28478587536, 1372257936]
[37485, 45325, 164640, 1405125225, 2054355625, 27106329600, 29160685225, 27755560000, 649230400]
[37638, 45510, 165312, 1416619044, 2071160100, 27328057344, 29399217444, 27982598400, 654541056]
[40572, 45675, 128520, 1646087184, 2086205625, 16517390400, 18603596025, 16957508841, 440118441]
[29716, 45695, 165984, 883040656, 2088033025, 27550688256, 29638721281, 28755680625, 1204992369]
[37791, 45695, 165984, 1428159681, 2088033025, 27550688256, 29638721281, 28210561600, 659873344]
[37944, 45880, 166656, 1439747136, 2104974400, 27774222336, 29879196736, 28439449600, 665227264]
[38097, 46065, 167328, 1451381409, 2121984225, 27998659584, 30120643809, 28669262400, 670602816]
[26650, 46250, 168000, 710222500, 2139062500, 28224000000, 30363062500, 29652840000, 1428840000]
[35670, 46250, 168000, 1272348900, 2139062500, 28224000000, 30363062500, 29090713600, 866713600]
[38250, 46250, 168000, 1463062500, 2139062500, 28224000000, 30363062500, 28900000000, 676000000]
[41216, 46400, 130560, 1698758656, 2152960000, 17045913600, 19198873600, 17500114944, 454201344]
[38403, 46435, 168672, 1474790409, 2156209225, 28450243584, 30606452809, 29131662400, 681418816]
[38556, 46620, 169344, 1486565136, 2173424400, 28677390336, 30850814736, 29364249600, 686859264]
[38709, 46805, 170016, 1498386681, 2190708025, 28905440256, 31096148281, 29597761600, 692321344]
[38862, 46990, 170688, 1510255044, 2208060100, 29134393344, 31342453444, 29832198400, 697805056]
[41860, 47125, 132600, 1752259600, 2220765625, 17582760000, 19803525625, 18051266025, 468506025]
[27183, 47175, 171360, 738915489, 2225480625, 29364249600, 31589730225, 30850814736, 1486565136]
[39015, 47175, 171360, 1522170225, 2225480625, 29364249600, 31589730225, 30067560000, 703310400]
[39168, 47360, 172032, 1534132224, 2242969600, 29595009024, 31837978624, 30303846400, 708837376]
[39360, 47396, 163680, 1549209600, 2246380816, 26791142400, 29037523216, 27488313616, 697171216]
[39321, 47545, 172704, 1546141041, 2260527025, 29826671616, 32087198641, 30541057600, 714385984]
[39474, 47730, 173376, 1558196676, 2278152900, 30059237376, 32337390276, 30779193600, 719956224]
[42504, 47850, 134640, 1806590016, 2289622500, 18127929600, 20417552100, 18610962084, 483032484]
[39627, 47915, 174048, 1570299129, 2295847225, 30292706304, 32588553529, 31018254400, 725548096]
[27716, 48100, 174720, 768176656, 2313610000, 30527078400, 32840688400, 32072511744, 1545433344]
[31280, 48100, 174720, 978438400, 2313610000, 30527078400, 32840688400, 31862250000, 1335171600]
[39780, 48100, 174720, 1582448400, 2313610000, 30527078400, 32840688400, 31258240000, 731161600]
[39933, 48285, 175392, 1594644489, 2331441225, 30762353664, 33093794889, 31499150400, 736796736]
[40086, 48470, 176064, 1606887396, 2349340900, 30998532096, 33347872996, 31740985600, 742453504]
[43148, 48575, 136680, 1861749904, 2359530625, 18681422400, 21040953025, 19179203121, 497780721]
[40239, 48655, 176736, 1619177121, 2367309025, 31235613696, 33602922721, 31983745600, 748131904]
[40392, 48840, 177408, 1631513664, 2385345600, 31473598464, 33858944064, 32227430400, 753831936]
[28249, 49025, 178080, 798006001, 2403450625, 31712486400, 34115937025, 33317931024, 1605444624]
[40545, 49025, 178080, 1643897025, 2403450625, 31712486400, 34115937025, 32472040000, 759553600]
[40698, 49210, 178752, 1656327204, 2421624100, 31952277504, 34373901604, 32717574400, 765296896]
[43792, 49300, 138720, 1917739264, 2430490000, 19243238400, 21673728400, 19755989136, 512750736]
[40851, 49395, 179424, 1668804201, 2439866025, 32192971776, 34632837801, 32964033600, 771061824]
[41004, 49580, 180096, 1681328016, 2458176400, 32434569216, 34892745616, 33211417600, 776848384]
[41157, 49765, 180768, 1693898649, 2476555225, 32677069824, 35153625049, 33459726400, 782656576]
[28782, 49950, 181440, 828403524, 2495002500, 32920473600, 35415476100, 34587072576, 1666598976]
[41310, 49950, 181440, 1706516100, 2495002500, 32920473600, 35415476100, 33708960000, 788486400]
[44436, 50025, 140760, 1974558096, 2502500625, 19813377600, 22315878225, 20341320129, 527942529]
[41463, 50135, 182112, 1719180369, 2513518225, 33164780544, 35678298769, 33959118400, 794337856]
[41616, 50320, 182784, 1731891456, 2532102400, 33409990656, 35942093056, 34210201600, 800210944]
[32844, 50505, 183456, 1078728336, 2550755025, 33656103936, 36206858961, 35128130625, 1472026689]
[41769, 50505, 183456, 1744649361, 2550755025, 33656103936, 36206858961, 34462209600, 806105664]
[41922, 50690, 184128, 1757454084, 2569476100, 33903120384, 36472596484, 34715142400, 812022016]
[45080, 50750, 142800, 2032206400, 2575562500, 20391840000, 22967402500, 20935196100, 543356100]
[29315, 50875, 184800, 859369225, 2588265625, 34151040000, 36739305625, 35879936400, 1728896400]
[39237, 50875, 184800, 1539542169, 2588265625, 34151040000, 36739305625, 35199763456, 1048723456]
[42075, 50875, 184800, 1770305625, 2588265625, 34151040000, 36739305625, 34969000000, 817960000]
[42228, 51060, 185472, 1783203984, 2607123600, 34399862784, 37006986384, 35223782400, 823919616]
[42381, 51245, 186144, 1796149161, 2626050025, 34649588736, 37275638761, 35479489600, 829900864]
[42534, 51430, 186816, 1809141156, 2645044900, 34900217856, 37545262756, 35736121600, 835903744]
[45724, 51475, 144840, 2090684176, 2649675625, 20978625600, 23628301225, 21537617049, 558991449]
[42687, 51615, 187488, 1822179969, 2664108225, 35151750144, 37815858369, 35993678400, 841928256]
[29848, 51800, 188160, 890903104, 2683240000, 35404185600, 38087425600, 37196522496, 1792336896]
[42840, 51800, 188160, 1835265600, 2683240000, 35404185600, 38087425600, 36252160000, 847974400]
[20748, 51852, 151235, 430479504, 2688629904, 22872025225, 25560655129, 25130175625, 2258150400]
[42993, 51985, 188832, 1848398049, 2702440225, 35657524224, 38359964449, 36511566400, 854042176]
[43146, 52170, 189504, 1861577316, 2721708900, 35911766016, 38633474916, 36771897600, 860131584]
[46368, 52200, 146880, 2149991424, 2724840000, 21573734400, 24298574400, 22148582976, 574848576]
[43299, 52355, 190176, 1874803401, 2741046025, 36166910976, 38907957001, 37033153600, 866242624]
[43452, 52540, 190848, 1888076304, 2760451600, 36422959104, 39183410704, 37295334400, 872375296]
[30381, 52725, 191520, 923005161, 2779925625, 36679910400, 39459836025, 38536830864, 1856920464]
[43605, 52725, 191520, 1901396025, 2779925625, 36679910400, 39459836025, 37558440000, 878529600]
[34408, 52910, 192192, 1183910464, 2799468100, 36937764864, 39737232964, 38553322500, 1615557636]
[43758, 52910, 192192, 1914762564, 2799468100, 36937764864, 39737232964, 37822470400, 884705536]
[47012, 52925, 148920, 2210128144, 2801055625, 22177166400, 24978222025, 22768093881, 590927481]
